"chr"	"cl"	"feature_n"	"emp.pval"
"chr22"	"5kb_4_6_44930000_44945000"	1	0.363636363636364
"chr22"	"5kb_4_6_45000000_45015000"	1	0.636363636363636
"chr22"	"5kb_5_10_44350000_44370000"	6	0.0909090909090909
"chr22"	"5kb_7_21_44400000_44430000"	4	0.363636363636364
"chr22"	"10kb_4_6_44560000_44590000"	4	0.818181818181818
"chr22"	"5kb_2_1_45080000_45085000"	1	0.181818181818182
"chr22"	"10kb_2_1_45130000_45140000"	1	0.636363636363636
"chr22"	"10kb_4_6_45090000_45120000"	1	1
"chr22"	"5kb_4_6_45180000_45195000"	1	0.909090909090909
"chr22"	"10kb_2_1_45200000_45210000"	2	0.181818181818182
"chr22"	"10kb_3_3_45260000_45280000"	1	0.727272727272727
"chr22"	"10kb_2_1_43870000_43880000"	1	0.272727272727273
"chr22"	"5kb_3_3_44130000_44140000"	1	0.454545454545455
"chr22"	"5kb_4_6_44315000_44330000"	2	0.272727272727273
"chr22"	"5kb_2_1_44250000_44255000"	1	0.545454545454545
"chr22"	"5kb_2_1_44200000_44205000"	2	0.181818181818182
"chr22"	"5kb_3_3_43735000_43745000"	2	0.636363636363636
"chr22"	"5kb_3_3_43645000_43655000"	1	0.181818181818182
"chr22"	"5kb_3_3_43600000_43610000"	1	0.0909090909090909
"chr22"	"5kb_2_1_43670000_43675000"	1	0.727272727272727
"chr22"	"5kb_2_1_43660000_43665000"	1	0.181818181818182
"chr22"	"5kb_1_0_46365000_46365000"	1	0.545454545454545
"chr22"	"5kb_2_1_46160000_46165000"	1	0.0909090909090909
"chr22"	"5kb_2_1_46150000_46155000"	1	0.727272727272727
"chr22"	"5kb_2_1_46135000_46140000"	1	0.545454545454545
"chr22"	"5kb_2_1_46080000_46085000"	1	0.272727272727273
"chr22"	"5kb_2_1_45970000_45975000"	1	0.181818181818182
"chr22"	"5kb_2_1_45990000_45995000"	2	0.454545454545455
"chr22"	"5kb_2_1_46065000_46070000"	3	0.272727272727273
"chr22"	"5kb_2_1_46030000_46035000"	1	0.272727272727273
"chr22"	"5kb_2_1_46020000_46025000"	2	0.272727272727273
"chr22"	"5kb_2_1_46000000_46005000"	2	0.363636363636364
"chr22"	"5kb_1_0_45400000_45400000"	1	0.272727272727273
"chr22"	"5kb_3_3_45540000_45550000"	1	0.818181818181818
"chr22"	"5kb_5_10_45840000_45860000"	1	0.636363636363636
"chr22"	"5kb_6_15_45865000_45890000"	2	0.0909090909090909
"chr22"	"5kb_7_21_45895000_45930000"	10	0.0909090909090909
"chr22"	"5kb_2_1_45940000_45945000"	6	0.0909090909090909
"chr22"	"5kb_5_10_45805000_45825000"	3	0.636363636363636
"chr22"	"5kb_8_28_45675000_45710000"	6	0.181818181818182
"chr22"	"5kb_2_1_46505000_46510000"	1	0.909090909090909
"chr22"	"5kb_1_0_46645000_46645000"	2	0.272727272727273
"chr22"	"5kb_2_1_46660000_46665000"	2	0.727272727272727
"chr22"	"5kb_2_1_46540000_46545000"	2	0.545454545454545
"chr22"	"5kb_2_1_46560000_46565000"	1	0.454545454545455
"chr22"	"5kb_2_1_46690000_46695000"	3	0.545454545454545
"chr22"	"5kb_1_0_47495000_47495000"	1	0.181818181818182
"chr22"	"5kb_2_1_47485000_47490000"	1	0.363636363636364
"chr22"	"5kb_2_1_47520000_47525000"	1	0.181818181818182
"chr22"	"10kb_4_6_48100000_48130000"	1	0.272727272727273
"chr22"	"5kb_2_1_47840000_47845000"	1	0.363636363636364
"chr22"	"10kb_2_1_49750000_49760000"	1	0.272727272727273
"chr22"	"5kb_2_1_50220000_50225000"	3	0.0909090909090909
"chr22"	"5kb_1_0_50245000_50245000"	3	0.181818181818182
"chr22"	"5kb_2_1_50270000_50275000"	1	0.727272727272727
"chr22"	"5kb_2_1_50260000_50265000"	1	0.0909090909090909
"chr22"	"5kb_1_0_50520000_50520000"	1	0.818181818181818
"chr22"	"5kb_2_1_50760000_50765000"	2	0.454545454545455
"chr22"	"10kb_2_1_35060000_35070000"	1	0.272727272727273
"chr22"	"5kb_2_1_35520000_35525000"	1	0.181818181818182
"chr22"	"10kb_2_1_34650000_34660000"	2	0.181818181818182
"chr22"	"5kb_2_1_34070000_34075000"	1	0.363636363636364
"chr22"	"5kb_3_3_34135000_34145000"	1	0.181818181818182
"chr22"	"5kb_3_3_34260000_34270000"	1	0.0909090909090909
"chr22"	"5kb_2_1_35855000_35860000"	1	0.363636363636364
"chr22"	"5kb_2_1_33250000_33255000"	48	0.0909090909090909
"chr22"	"5kb_2_1_33200000_33205000"	3	0.0909090909090909
"chr22"	"5kb_2_1_33240000_33245000"	3	0.0909090909090909
"chr22"	"5kb_2_1_33155000_33160000"	2	0.0909090909090909
"chr22"	"5kb_2_1_33175000_33180000"	1	0.181818181818182
"chr22"	"5kb_2_1_23740000_23745000"	2	0.363636363636364
"chr22"	"5kb_2_1_23520000_23525000"	4	0.0909090909090909
"chr22"	"5kb_4_6_22150000_22165000"	1	0.363636363636364
"chr22"	"5kb_2_1_22140000_22145000"	1	0.272727272727273
"chr22"	"5kb_3_3_22205000_22215000"	1	0.363636363636364
"chr22"	"5kb_3_3_22180000_22190000"	1	0.181818181818182
"chr22"	"5kb_4_6_25800000_25815000"	1	0.363636363636364
"chr22"	"5kb_6_15_25820000_25845000"	3	0.272727272727273
"chr22"	"5kb_2_1_25960000_25965000"	5	0.0909090909090909
"chr22"	"5kb_2_1_25880000_25885000"	1	0.363636363636364
"chr22"	"5kb_2_1_26110000_26115000"	1	0.636363636363636
"chr22"	"5kb_4_6_26380000_26395000"	1	0.272727272727273
"chr22"	"5kb_2_1_26360000_26365000"	1	0.454545454545455
"chr22"	"5kb_2_1_26550000_26555000"	1	0.363636363636364
"chr22"	"5kb_2_1_25545000_25550000"	1	0.454545454545455
"chr22"	"5kb_5_10_27540000_27560000"	1	0.545454545454545
"chr22"	"5kb_5_10_27615000_27635000"	2	0.272727272727273
"chr22"	"5kb_3_3_27525000_27535000"	1	0.272727272727273
"chr22"	"5kb_2_1_27515000_27520000"	1	0.181818181818182
"chr22"	"5kb_3_3_27500000_27510000"	3	0.0909090909090909
"chr22"	"5kb_2_1_27450000_27455000"	1	0.454545454545455
"chr22"	"5kb_2_1_27280000_27285000"	1	0.0909090909090909
"chr22"	"5kb_1_0_27795000_27795000"	1	0.0909090909090909
"chr22"	"5kb_4_6_27850000_27865000"	1	0.272727272727273
"chr22"	"5kb_2_1_27870000_27875000"	3	0.0909090909090909
"chr22"	"5kb_3_3_27810000_27820000"	1	0.545454545454545
"chr22"	"5kb_3_3_28960000_28970000"	1	0.0909090909090909
"chr22"	"5kb_2_1_28830000_28835000"	2	0.181818181818182
"chr22"	"5kb_2_1_28315000_28320000"	3	0.363636363636364
"chr22"	"5kb_2_1_19740000_19745000"	2	0.363636363636364
"chr22"	"5kb_1_0_19865000_19865000"	3	0.181818181818182
"chr22"	"5kb_1_0_19840000_19840000"	3	0.363636363636364
"chr22"	"5kb_2_1_19100000_19105000"	2	0.181818181818182
"chr22"	"5kb_2_1_19130000_19135000"	2	0.636363636363636
"chr22"	"5kb_2_1_19070000_19075000"	1	0.363636363636364
"chr22"	"5kb_2_1_19040000_19045000"	1	0.272727272727273
"chr22"	"5kb_2_1_19465000_19470000"	6	0.0909090909090909
"chr22"	"5kb_10_45_30280000_30330000"	2	0.363636363636364
"chr22"	"5kb_10_45_30160000_30215000"	5	0.454545454545455
"chr22"	"5kb_7_21_30245000_30275000"	2	0.545454545454545
"chr22"	"5kb_5_10_30220000_30240000"	1	0.727272727272727
"chr22"	"10kb_4_6_30030000_30060000"	3	0.636363636363636
"chr22"	"10kb_3_3_30000000_30020000"	2	0.0909090909090909
"chr22"	"10kb_5_10_30400000_30440000"	1	1
"chr22"	"5kb_5_10_30070000_30090000"	2	0.454545454545455
"chr22"	"5kb_5_10_30145000_30175000"	1	0.454545454545455
"chr22"	"5kb_5_10_30500000_30655000"	2	0.181818181818182
"chr22"	"5kb_10_45_30590000_30640000"	26	0.0909090909090909
"chr22"	"5kb_6_15_30560000_30585000"	3	0.0909090909090909
"chr22"	"5kb_5_10_30725000_30745000"	4	0.181818181818182
"chr22"	"5kb_9_36_30680000_30720000"	5	0.545454545454545
"chr22"	"5kb_2_1_30660000_30665000"	1	0.636363636363636
"chr22"	"5kb_2_1_30790000_30795000"	3	0.0909090909090909
"chr22"	"5kb_2_1_30780000_30785000"	3	0.272727272727273
"chr22"	"5kb_3_3_30765000_30775000"	1	1
"chr22"	"5kb_3_3_30750000_30760000"	4	0.272727272727273
"chr22"	"5kb_5_10_31040000_31060000"	3	0.727272727272727
"chr22"	"5kb_6_15_31065000_31090000"	2	1
"chr22"	"5kb_5_10_31095000_31115000"	1	0.272727272727273
"chr22"	"5kb_2_1_31000000_31005000"	8	0.0909090909090909
"chr22"	"5kb_2_1_31030000_31035000"	3	0.0909090909090909
"chr22"	"10kb_3_3_30970000_30990000"	2	0.545454545454545
"chr22"	"10kb_4_6_30930000_30960000"	2	1
"chr22"	"10kb_7_21_30810000_30870000"	8	0.545454545454545
"chr22"	"5kb_5_10_31475000_31495000"	11	0.363636363636364
"chr22"	"5kb_5_10_31345000_31365000"	7	0.181818181818182
"chr22"	"5kb_3_3_31330000_31340000"	1	0.363636363636364
"chr22"	"5kb_7_21_31370000_31405000"	1	0.454545454545455
"chr22"	"5kb_5_10_31155000_31325000"	1	1
"chr22"	"5kb_4_6_31290000_31305000"	1	0.545454545454545
"chr22"	"5kb_5_10_31175000_31195000"	1	0.272727272727273
"chr22"	"5kb_3_3_31225000_31235000"	1	0.181818181818182
"chr22"	"5kb_5_10_29085000_29105000"	2	0.272727272727273
"chr22"	"10kb_3_3_29130000_29150000"	6	0.272727272727273
"chr22"	"5kb_3_3_29160000_29170000"	1	0.909090909090909
"chr22"	"5kb_5_10_29175000_29195000"	17	0.0909090909090909
"chr22"	"10kb_5_10_29270000_29310000"	8	0.0909090909090909
"chr22"	"10kb_4_6_29320000_29350000"	1	0.545454545454545
"chr22"	"5kb_6_15_29240000_29265000"	1	0.0909090909090909
"chr22"	"10kb_2_1_29450000_29460000"	5	0.363636363636364
"chr22"	"5kb_5_10_29600000_29620000"	1	0.909090909090909
"chr22"	"5kb_2_1_29665000_29670000"	1	0.818181818181818
"chr22"	"5kb_2_1_29700000_29705000"	3	0.636363636363636
"chr22"	"5kb_3_3_29730000_29740000"	1	0.363636363636364
"chr22"	"5kb_3_3_29770000_29780000"	4	0.0909090909090909
"chr22"	"5kb_2_1_29870000_29875000"	1	0.727272727272727
"chr22"	"10kb_2_1_29800000_29810000"	1	0.181818181818182
"chr22"	"5kb_2_1_29990000_29995000"	2	0.363636363636364
"chr22"	"5kb_3_3_29965000_29975000"	1	0.545454545454545
"chr22"	"5kb_3_3_29950000_29960000"	4	0.0909090909090909
"chr22"	"5kb_3_3_29935000_29945000"	4	0.181818181818182
"chr22"	"5kb_3_3_32460000_32470000"	1	0.545454545454545
"chr22"	"5kb_2_1_32480000_32485000"	1	0.272727272727273
"chr22"	"5kb_4_6_32425000_32440000"	3	0.272727272727273
"chr22"	"5kb_1_0_32445000_32445000"	3	0.0909090909090909
"chr22"	"10kb_8_28_32570000_32640000"	1	1
"chr22"	"5kb_2_1_32800000_32805000"	4	0.0909090909090909
"chr22"	"5kb_3_3_32750000_32760000"	2	0.818181818181818
"chr22"	"5kb_2_1_32975000_32980000"	1	0.0909090909090909
"chr22"	"5kb_2_1_31850000_31855000"	1	0.909090909090909
"chr22"	"5kb_2_1_31880000_31885000"	2	0.272727272727273
"chr22"	"5kb_2_1_31890000_31895000"	6	0.0909090909090909
"chr22"	"5kb_3_3_31940000_31950000"	1	0.545454545454545
"chr22"	"5kb_3_3_32025000_32035000"	5	0.0909090909090909
"chr22"	"5kb_2_1_32040000_32045000"	1	0.181818181818182
"chr22"	"5kb_2_1_32015000_32020000"	1	0.636363636363636
"chr22"	"5kb_3_3_32000000_32010000"	1	0.818181818181818
"chr22"	"5kb_4_6_32320000_32335000"	1	0.727272727272727
"chr22"	"5kb_2_1_32340000_32345000"	6	0.363636363636364
"chr22"	"5kb_5_10_32295000_32315000"	1	0.636363636363636
"chr22"	"5kb_3_3_32150000_32160000"	1	0.636363636363636
"chr22"	"5kb_2_1_32050000_32055000"	2	0.363636363636364
"chr22"	"10kb_3_3_32120000_32140000"	4	0.636363636363636
"chr22"	"10kb_4_6_32080000_32110000"	1	1
"chr22"	"5kb_6_15_31515000_31540000"	1	1
"chr22"	"5kb_3_3_31500000_31510000"	4	0.181818181818182
"chr22"	"5kb_3_3_31545000_31555000"	1	1
"chr22"	"5kb_3_3_31580000_31590000"	1	0.272727272727273
"chr22"	"5kb_3_3_31595000_31605000"	1	1
"chr22"	"5kb_5_10_31610000_31630000"	1	0.909090909090909
"chr22"	"5kb_3_3_31635000_31645000"	8	0.0909090909090909
"chr22"	"5kb_2_1_31680000_31685000"	8	0.0909090909090909
"chr22"	"5kb_3_3_31665000_31675000"	1	0.818181818181818
"chr22"	"5kb_3_3_31650000_31660000"	1	0.181818181818182
"chr22"	"5kb_2_1_31740000_31745000"	2	0.909090909090909
"chr22"	"5kb_2_1_31815000_31820000"	1	0.181818181818182
"chr22"	"5kb_2_1_31795000_31800000"	3	0.0909090909090909
"chr22"	"5kb_2_1_24785000_24790000"	1	0.272727272727273
"chr22"	"5kb_2_1_24745000_24750000"	1	0.272727272727273
"chr22"	"5kb_4_6_24800000_24815000"	1	0.909090909090909
"chr22"	"5kb_2_1_24950000_24955000"	10	0.0909090909090909
"chr22"	"5kb_2_1_24405000_24410000"	3	0.363636363636364
"chr22"	"5kb_2_1_37280000_37285000"	1	0.272727272727273
"chr22"	"5kb_2_1_38225000_38230000"	1	0.272727272727273
"chr22"	"5kb_1_0_38860000_38860000"	2	0.363636363636364
"chr22"	"5kb_2_1_38850000_38855000"	2	0.454545454545455
"chr22"	"5kb_2_1_38890000_38895000"	3	0.0909090909090909
"chr22"	"5kb_2_1_38880000_38885000"	25	0.0909090909090909
"chr22"	"5kb_2_1_38620000_38625000"	1	0.636363636363636
"chr22"	"5kb_2_1_38610000_38615000"	2	0.909090909090909
"chr22"	"5kb_3_3_38540000_38550000"	1	0.181818181818182
"chr22"	"5kb_2_1_38505000_38510000"	1	1
"chr22"	"5kb_6_15_38580000_38605000"	5	0.454545454545455
"chr22"	"5kb_2_1_38570000_38575000"	4	0.0909090909090909
"chr22"	"5kb_2_1_38475000_38480000"	2	0.545454545454545
"chr22"	"5kb_2_1_38725000_38730000"	1	0.272727272727273
"chr22"	"5kb_3_3_38710000_38720000"	9	0.0909090909090909
"chr22"	"5kb_2_1_40460000_40465000"	1	0.272727272727273
"chr22"	"5kb_2_1_40470000_40475000"	1	0.363636363636364
"chr22"	"5kb_2_1_40495000_40500000"	1	0.272727272727273
"chr22"	"5kb_3_3_40580000_40590000"	2	0.0909090909090909
"chr22"	"5kb_2_1_40570000_40575000"	3	0.272727272727273
"chr22"	"5kb_2_1_40595000_40600000"	1	0.0909090909090909
"chr22"	"5kb_3_3_40640000_40650000"	1	0.181818181818182
"chr22"	"5kb_2_1_40630000_40635000"	2	0.0909090909090909
"chr22"	"5kb_4_6_40720000_40735000"	2	0.909090909090909
"chr22"	"5kb_3_3_40670000_40680000"	1	0.272727272727273
"chr22"	"5kb_1_0_40705000_40705000"	1	0.0909090909090909
"chr22"	"5kb_6_15_40270000_40295000"	1	0.818181818181818
"chr22"	"5kb_5_10_40180000_40200000"	1	0.454545454545455
"chr22"	"5kb_3_3_40340000_40350000"	1	0.727272727272727
"chr22"	"5kb_4_6_40310000_40325000"	1	0.545454545454545
"chr22"	"5kb_3_3_39915000_39925000"	11	0.0909090909090909
"chr22"	"10kb_5_10_39930000_40440000"	4	1
"chr22"	"10kb_3_3_40390000_40410000"	2	0.454545454545455
"chr22"	"5kb_4_6_40000000_40015000"	1	0.272727272727273
"chr22"	"5kb_7_21_40840000_40870000"	1	0.909090909090909
"chr22"	"5kb_2_1_41040000_41045000"	4	0.0909090909090909
"chr22"	"5kb_4_6_40820000_40835000"	1	0.272727272727273
"chr22"	"5kb_8_28_41000000_41035000"	3	0.272727272727273
"chr22"	"5kb_7_21_40965000_40995000"	2	0.272727272727273
"chr22"	"5kb_6_15_40935000_40960000"	1	0.454545454545455
"chr22"	"5kb_4_6_40915000_40930000"	3	0.0909090909090909
"chr22"	"5kb_2_1_41245000_41250000"	6	0.272727272727273
"chr22"	"5kb_3_3_41105000_41115000"	1	0.181818181818182
"chr22"	"5kb_2_1_41080000_41085000"	1	0.272727272727273
"chr22"	"5kb_2_1_41070000_41075000"	1	0.727272727272727
"chr22"	"5kb_2_1_39145000_39150000"	7	0.0909090909090909
"chr22"	"5kb_2_1_39130000_39135000"	2	0.272727272727273
"chr22"	"5kb_1_0_39140000_39140000"	2	0.0909090909090909
"chr22"	"5kb_1_0_39100000_39100000"	2	0.363636363636364
"chr22"	"5kb_3_3_39480000_39490000"	5	0.0909090909090909
"chr22"	"5kb_3_3_39465000_39475000"	2	0.727272727272727
"chr22"	"5kb_3_3_39435000_39445000"	1	0.818181818181818
"chr22"	"5kb_2_1_39410000_39415000"	6	0.0909090909090909
"chr22"	"5kb_1_0_39375000_39375000"	2	0.545454545454545
"chr22"	"5kb_2_1_39660000_39665000"	1	0.181818181818182
"chr22"	"5kb_3_3_39685000_39695000"	2	0.0909090909090909
"chr22"	"5kb_2_1_39700000_39705000"	1	0.181818181818182
"chr22"	"5kb_3_3_39610000_39620000"	1	0.545454545454545
"chr22"	"5kb_3_3_39625000_39635000"	4	0.0909090909090909
"chr22"	"5kb_1_0_41345000_41345000"	5	0.0909090909090909
"chr22"	"5kb_3_3_41410000_41420000"	2	0.272727272727273
"chr22"	"5kb_3_3_41475000_41485000"	5	0.0909090909090909
"chr22"	"5kb_1_0_41460000_41460000"	1	0.0909090909090909
"chr22"	"5kb_2_1_41450000_41455000"	1	0.181818181818182
"chr22"	"5kb_3_3_41545000_41555000"	1	0.181818181818182
"chr22"	"5kb_2_1_41560000_41575000"	3	0.0909090909090909
"chr22"	"5kb_3_3_41605000_41615000"	1	0.818181818181818
"chr22"	"5kb_2_1_41595000_41600000"	1	0.454545454545455
"chr22"	"5kb_2_1_41585000_41590000"	2	0.454545454545455
"chr22"	"5kb_1_0_41835000_41835000"	1	0.363636363636364
"chr22"	"5kb_2_1_41840000_41845000"	7	0.0909090909090909
"chr22"	"5kb_2_1_41825000_41830000"	1	0.818181818181818
"chr22"	"5kb_3_3_41810000_41820000"	2	0.0909090909090909
"chr22"	"5kb_1_0_41805000_41805000"	1	0.363636363636364
"chr22"	"5kb_2_1_41795000_41800000"	1	0.363636363636364
"chr22"	"5kb_1_0_41860000_41860000"	1	0.636363636363636
"chr22"	"5kb_1_0_41675000_41675000"	1	1
"chr22"	"5kb_1_0_41695000_41695000"	4	0.181818181818182
"chr22"	"5kb_1_0_41680000_41680000"	4	0.272727272727273
"chr22"	"5kb_2_1_41735000_41740000"	2	0.181818181818182
"chr22"	"5kb_1_0_41720000_41720000"	2	0.0909090909090909
"chr22"	"5kb_2_1_41755000_41760000"	2	0.727272727272727
"chr22"	"5kb_1_0_41775000_41775000"	2	0.363636363636364
"chr22"	"5kb_2_1_41955000_41960000"	2	0.272727272727273
"chr22"	"5kb_1_0_41985000_41985000"	2	0.181818181818182
"chr22"	"5kb_2_1_42765000_42770000"	1	0.636363636363636
"chr22"	"5kb_2_1_42730000_42735000"	1	0.272727272727273
"chr22"	"5kb_3_3_42570000_42580000"	2	0.0909090909090909
"chr22"	"5kb_5_10_42605000_42625000"	1	0.727272727272727
"chr22"	"5kb_2_1_42635000_42640000"	1	0.454545454545455
"chr22"	"5kb_2_1_42390000_42395000"	2	0.636363636363636
"chr22"	"5kb_1_0_42370000_42370000"	1	0.909090909090909
"chr22"	"5kb_3_3_42335000_42345000"	6	0.454545454545455
"chr22"	"5kb_4_6_42290000_42305000"	1	0.909090909090909
"chr22"	"5kb_5_10_42265000_42285000"	2	0.545454545454545
"chr22"	"5kb_2_1_42255000_42260000"	3	0.0909090909090909
"chr22"	"5kb_3_3_42220000_42230000"	6	0.0909090909090909
"chr22"	"5kb_6_15_42170000_42195000"	2	0.818181818181818
"chr22"	"5kb_2_1_42085000_42090000"	1	1
"chr22"	"5kb_3_3_42060000_42070000"	3	0.0909090909090909
"chr22"	"5kb_2_1_42075000_42080000"	5	0.0909090909090909
"chr22"	"5kb_2_1_43075000_43080000"	2	0.0909090909090909
"chr22"	"5kb_2_1_43050000_43055000"	1	0.181818181818182
"chr22"	"5kb_2_1_43095000_43100000"	1	0.0909090909090909
"chr22"	"5kb_2_1_43110000_43115000"	2	0.909090909090909
"chr22"	"5kb_4_6_43275000_43290000"	1	0.363636363636364
"chr22"	"5kb_3_3_43250000_43260000"	1	0.636363636363636
"chr22"	"5kb_4_6_43320000_43335000"	3	0.181818181818182
"chr22"	"5kb_3_3_43355000_43365000"	3	0.181818181818182
"chr22"	"5kb_2_1_43390000_43400000"	1	0.181818181818182
"chr22"	"5kb_3_3_43395000_43410000"	3	0.272727272727273
"chr22"	"5kb_2_1_43530000_43535000"	1	0.545454545454545
"chr22"	"5kb_2_1_43485000_43490000"	2	0.454545454545455
"chr22"	"5kb_2_1_44755000_44760000"	2	0.272727272727273
"chr22"	"5kb_2_1_44720000_44725000"	3	0.0909090909090909
"chr22"	"5kb_2_1_44710000_44715000"	1	0.363636363636364
"chr22"	"5kb_2_1_44850000_44855000"	1	0.181818181818182
"chr22"	"5kb_2_1_44890000_44895000"	6	0.272727272727273
"chr22"	"5kb_2_1_44905000_44910000"	1	0.363636363636364
"chr22"	"5kb_2_1_44930000_44935000"	1	0.272727272727273
"chr22"	"5kb_1_0_45000000_45000000"	1	0.454545454545455
"chr22"	"5kb_2_1_44350000_44355000"	6	0.0909090909090909
"chr22"	"5kb_3_3_44420000_44430000"	2	0.363636363636364
"chr22"	"5kb_4_6_44400000_44415000"	2	0.363636363636364
"chr22"	"5kb_4_6_44580000_44595000"	1	0.454545454545455
"chr22"	"5kb_4_6_44560000_44575000"	3	0.818181818181818
"chr22"	"5kb_2_1_45140000_45145000"	1	0.545454545454545
"chr22"	"10kb_2_1_45090000_45100000"	1	0.909090909090909
"chr22"	"5kb_2_1_45180000_45185000"	1	0.818181818181818
"chr22"	"5kb_2_1_45200000_45205000"	2	0.181818181818182
"chr22"	"5kb_3_3_45260000_45270000"	1	0.272727272727273
"chr22"	"5kb_2_1_43870000_43875000"	1	0.181818181818182
"chr22"	"5kb_1_0_44140000_44140000"	1	0.181818181818182
"chr22"	"5kb_2_1_44315000_44320000"	2	0.181818181818182
"chr22"	"5kb_1_0_43735000_43735000"	2	0.363636363636364
"chr22"	"5kb_2_1_43650000_43655000"	1	0.181818181818182
"chr22"	"5kb_2_1_43600000_43605000"	1	0.0909090909090909
"chr22"	"5kb_1_0_45540000_45540000"	1	0.0909090909090909
"chr22"	"5kb_2_1_45855000_45860000"	1	0.545454545454545
"chr22"	"5kb_3_3_45865000_45875000"	1	0.454545454545455
"chr22"	"5kb_3_3_45880000_45890000"	1	0.363636363636364
"chr22"	"5kb_5_10_45905000_45930000"	5	0.0909090909090909
"chr22"	"5kb_2_1_45895000_45900000"	5	0.0909090909090909
"chr22"	"5kb_3_3_45805000_45815000"	3	0.545454545454545
"chr22"	"5kb_4_6_45695000_45710000"	6	0.0909090909090909
"chr22"	"10kb_2_1_48120000_48130000"	1	0.181818181818182
"chr22"	"5kb_2_1_49760000_49765000"	1	0.272727272727273
"chr22"	"5kb_2_1_34650000_34655000"	2	0.181818181818182
"chr22"	"5kb_2_1_34135000_34140000"	1	0.181818181818182
"chr22"	"5kb_2_1_34260000_34265000"	1	0.0909090909090909
"chr22"	"5kb_2_1_22160000_22165000"	1	0.181818181818182
"chr22"	"5kb_2_1_22210000_22215000"	1	0.181818181818182
"chr22"	"5kb_1_0_22190000_22190000"	1	0.0909090909090909
"chr22"	"5kb_2_1_25800000_25805000"	1	0.181818181818182
"chr22"	"5kb_2_1_25840000_25845000"	3	0.272727272727273
"chr22"	"5kb_3_3_26385000_26395000"	1	0.272727272727273
"chr22"	"5kb_2_1_27540000_27545000"	1	0.272727272727273
"chr22"	"5kb_3_3_27625000_27635000"	1	0.181818181818182
"chr22"	"5kb_2_1_27615000_27620000"	1	0.727272727272727
"chr22"	"5kb_1_0_27525000_27525000"	1	0.181818181818182
"chr22"	"5kb_2_1_27505000_27510000"	2	0.0909090909090909
"chr22"	"5kb_1_0_27500000_27500000"	1	0.363636363636364
"chr22"	"5kb_2_1_27860000_27865000"	1	0.181818181818182
"chr22"	"5kb_2_1_27815000_27820000"	1	0.363636363636364
"chr22"	"5kb_1_0_28960000_28960000"	1	0.0909090909090909
"chr22"	"5kb_5_10_30280000_30300000"	2	0.0909090909090909
"chr22"	"5kb_5_10_30195000_30215000"	1	0.363636363636364
"chr22"	"5kb_5_10_30160000_30190000"	4	0.454545454545455
"chr22"	"5kb_5_10_30255000_30275000"	2	0.545454545454545
"chr22"	"5kb_3_3_30220000_30230000"	1	0.636363636363636
"chr22"	"5kb_3_3_30055000_30065000"	2	0.818181818181818
"chr22"	"5kb_5_10_30030000_30050000"	1	0.363636363636364
"chr22"	"5kb_4_6_30000000_30015000"	2	0.0909090909090909
"chr22"	"10kb_3_3_30420000_30440000"	1	1
"chr22"	"5kb_2_1_30085000_30090000"	2	0.363636363636364
"chr22"	"5kb_2_1_30170000_30175000"	1	0.363636363636364
"chr22"	"5kb_3_3_30645000_30655000"	2	0.181818181818182
"chr22"	"5kb_5_10_30590000_30610000"	13	0.0909090909090909
"chr22"	"5kb_5_10_30620000_30640000"	13	0.0909090909090909
"chr22"	"5kb_3_3_30575000_30585000"	3	0.0909090909090909
"chr22"	"5kb_3_3_30735000_30745000"	4	0.0909090909090909
"chr22"	"5kb_4_6_30680000_30695000"	3	0.727272727272727
"chr22"	"5kb_5_10_30700000_30720000"	2	0.454545454545455
"chr22"	"5kb_2_1_30765000_30770000"	1	1
"chr22"	"5kb_2_1_30750000_30755000"	4	0.272727272727273
"chr22"	"5kb_3_3_31050000_31060000"	3	0.636363636363636
"chr22"	"5kb_3_3_31080000_31090000"	2	1
"chr22"	"5kb_2_1_31110000_31115000"	1	0.181818181818182
"chr22"	"5kb_3_3_30985000_30995000"	2	0.363636363636364
"chr22"	"5kb_5_10_30930000_30950000"	2	0.727272727272727
"chr22"	"5kb_6_15_30810000_30835000"	8	0.0909090909090909
"chr22"	"5kb_3_3_31485000_31495000"	8	0.181818181818182
"chr22"	"5kb_2_1_31475000_31480000"	3	0.909090909090909
"chr22"	"5kb_3_3_31355000_31365000"	7	0.181818181818182
"chr22"	"5kb_1_0_31340000_31340000"	1	0.0909090909090909
"chr22"	"5kb_4_6_31370000_31385000"	1	0.454545454545455
"chr22"	"5kb_3_3_31315000_31325000"	1	0.909090909090909
"chr22"	"5kb_2_1_31290000_31295000"	1	0.272727272727273
"chr22"	"5kb_2_1_31190000_31195000"	1	0.272727272727273
"chr22"	"5kb_2_1_31225000_31230000"	1	0.0909090909090909
"chr22"	"5kb_2_1_29100000_29105000"	2	0.0909090909090909
"chr22"	"5kb_3_3_29130000_29140000"	5	0.454545454545455
"chr22"	"5kb_3_3_29145000_29155000"	1	0.454545454545455
"chr22"	"5kb_2_1_29165000_29170000"	1	0.818181818181818
"chr22"	"5kb_3_3_29175000_29185000"	1	0.909090909090909
"chr22"	"5kb_2_1_29190000_29195000"	16	0.0909090909090909
"chr22"	"5kb_4_6_29270000_29285000"	6	0.0909090909090909
"chr22"	"5kb_6_15_29290000_29315000"	2	0.545454545454545
"chr22"	"5kb_4_6_29320000_29335000"	1	0.363636363636364
